Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Thanks. Now can you look up a welsh food restaurant that is expensive and in the centre?|I'm sorry I couldn't find any welsh restaurants matching that criteria . Would you like to try a different area or type of food?
Oh darn it! How about... maybe korean food? Still in the centre, and they need to be able to seat 7 people.|Yes there is one option here. It is little seoul. What day and time for your booking?
I Would like it on Monday at 18:15.|It isn't allowing me to book that for you. Is there anything else I can try for you?
Can you please try again?|Booking was successful. The table will be reserved for 15 minutes. Your Reference number is : X54JY6CB.
Thanks, that's all I needed today!|You're welcome. Enjoy your visit.
Can you tell me which museums I can go to in Cambridge?|You are free to choose whichever one you want.  There are 23 choices, is there a preference by area?
The area doesn't matter, but I do need to know the entrance fee.|There are so many. In order to narrow it down, do you want something with free admission. And are you open to a suggestion?
It doesn't matter. Can you just recommend one and tell me the entrance fee?|Cafe jello gallery has a free admission.
Thank you. What's the area for the Cafe Jello Gallery?|That one is located in the west.
Alright, can you find me a train to Leicester on Tuesday after 20:15?|ok you are set
What is the train ID you found?|I'm sorry, my mind is not all there today. I have not found a train for you yet. Where are you departing from?
I am leaving from Cambridge and going to Leicester.|There are 4 trains that depart Cambridge for Leicester after 20:15. The first one leaves at 20:21, and they run every hour.
Please pick the earliest one and give me the following info about them: travel time, train ID, and arrival time|TR0378 arrives at 22:06. The travel time is 105 minutes. Can I help you with anything else?
No, thank you. I believe that is all I need today.|You are welcome. Thank you for getting in touch with Cambridge TownInfo Centre. Goodbye.
I am looking for a train from Stevenage for a trip to Cambridge.|There are several trains to your specifications. What day and time would you like to leave?
I need to leave on Wednesday after 10:45|The earliest train that meets your needs is TR6473, leaving at 11:54 and arriving in cambridge at 12:43. Would you like to book passage on that train?
Yes I would. There are 3 of us traveling. Could we get a private area on the train?|Certainly, do you have a price range in mind?
For the train, no. And I made a mistake. I only need a booking for 1 person.|Not a problem at all. Booking for one person was successful, the total fee is 12.8 GBP payable at the station .
Reference number is : 8WYSLEG0. Anything else today?
I also need a place to dine. I'm looking for something cheap in the south.|I have found 2 options for you: The Lucky Star, which serves Chinese food, and Nandos, which serves Portuguese food. Shall I make a reservation for one of them?
Please book Nandos.|Sure. What say and time are you thinking? And for how many people?
Actually, I'll take care of the reservation. Can I just get the phone number and address for Nandos, please?|Yes, the phone number is 01223327908, and the address is Cambridge Leisure Park Clifton Way. Can I help with anything else?
No, that was all the information I needed. Thanks so much. Have a good day.|You too, goodbye.
Hi, I'm looking for a restaurant that serves expensive new zealand food and is in the center area.|Sorry, there are no restaurants like that in the centre. Would you like to change the type of food?
No I really wanted an expensive place in Centre that serves New Zealand cuisine.|There are none in the centre.  There is no New Zealand food at all.
How about Chinese food? Still expensive, still in the center.|Yes, I have four that I can recommend.  How about Ugly Duckling?
I would like a table for 2 at 13:45 Monday.|There are no openings at that time, is there another time you would like me to try?
Could you try one of those different places? I really need that day and time.|I am sorry to say that all 4 of the restaurants do not have openings at that time. Would you like to see other price ranges or areas?
How about on Wednesday, the same time for 2?|Success! You've got a table for 2 reserved on Wednesday at 13:45. Reference number I51P6C79. Can I help with anything else today?
I'm also needing a train that departs from Norwich and goes to Cambridge.|Sure, when would you like to travel?
I need the train to arrive by 10:45 and should be on the same day as the restaurant booking.|The TR1180 will have you in Cambridge about 10:35.
Thank you so much! Goodbye.|Enjoy your stay in cambridge and have a great day.
Hello, I am looking for a guesthouse that includes free parking.|There are over 20 results. Is there a certain area you'd like to stay?
Cheap price and North part of town|One of your options is Worth House, it has a 4-star rating, would you like me to book it for you?
Let's make a booking for 6 people, 5 nights starting wednesday|Okay, your booking was successful. Your reference number is 0HRI1K18. Is there anything else I can help you with?
I also need a train|Ok, first I'll need to know where you are departing/arriving and what day?
My plan is to depart from Cambridge this Saturday.|Where will you be arriving at?
I'm going to london liverpool street. I want my train to leave after 14:45.|I have one leaving at 15:59. Will that work?
Yes,  that's perfect.  Can you please book it for the same party and provide me with a reference number.|You are all set, the cost is 66.39 GBP payable at the station .The Reference number is : P11XWALE
Great, thanks for your help!|Happy to be of service, and enjoy your time in Cambridge!
I'm looking for someplace to get British cuisine in the center of town.|Great, I have five options for you in the moderate to expensive range.
